Pos,ID,Name,BV,SV,Team,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,Elite%
D,487,E.Royal,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,488,Forster,4.4,4.4,Spurs,1,0.04,2,0.06,3,0.10,3,0.11,3,0.10,3,0.14,3,0.10,3,0.13,3,0.10,4,0.13,5,0.18,4,0.14,0.00
M,489,Gray,4.8,4.8,Spurs,8,0.30,11,0.37,13,0.49,12,0.41,12,0.45,13,0.48,13,0.42,16,0.58,15,0.54,15,0.54,17,0.60,18,0.60,0.00
M,490,Højbjerg,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,491,Johnson,6.4,6.4,Spurs,70,3.55,64,3.43,61,4.11,55,3.08,52,3.27,50,3.62,49,2.05,49,3.19,49,2.90,50,3.01,50,3.25,50,2.65,0.00
M,492,Kulusevski,6.3,6.3,Spurs,72,3.02,71,3.10,67,3.56,65,2.93,62,3.06,61,3.55,61,2.08,62,3.23,59,2.80,61,2.97,62,3.21,59,2.61,0.00
M,493,Lo Celso,4.9,4.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,494,Maddison,7.5,7.5,Spurs,74,3.65,71,3.72,69,4.58,70,3.77,67,4.04,69,4.86,67,2.60,66,4.17,64,3.62,67,3.86,67,4.24,64,3.30,0.00
D,495,Pedro Porro,5.6,5.5,Spurs,88,2.95,85,3.11,82,4.25,82,3.39,80,3.76,80,4.86,80,1.75,78,4.15,76,3.25,77,3.20,77,3.87,76,2.55,0.72
D,496,Reguilón,4.3,4.3,Spurs,0,0.00,1,0.04,2,0.08,2,0.08,3,0.13,2,0.12,3,0.08,3,0.14,4,0.15,3,0.12,3,0.15,4,0.14,0.00
F,497,Richarlison,6.9,6.9,Spurs,0,0.00,0,0.00,17,1.12,30,1.76,34,2.21,31,2.32,32,1.41,32,2.08,33,2.02,32,2.04,35,2.34,33,1.83,0.00
D,498,Romero,5.1,5.1,Spurs,90,2.22,89,2.42,85,3.30,84,2.73,83,2.92,81,3.72,81,1.32,79,3.24,80,2.56,79,2.36,78,2.93,78,1.93,0.00
M,499,P.M.Sarr,4.9,4.9,Spurs,39,1.43,37,1.43,37,1.61,36,1.41,36,1.49,35,1.61,37,1.20,36,1.54,36,1.44,38,1.52,34,1.45,38,1.40,0.00
F,500,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,501,Skipp,4.9,4.9,Leicester,42,1.21,44,1.39,44,1.41,45,1.44,46,1.44,47,1.34,45,1.35,45,1.36,47,1.48,46,1.40,45,1.29,46,1.49,0.00
M,502,Solomon,5.4,5.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,503,Son,10.0,10.0,Spurs,62,3.64,88,5.21,86,6.47,85,5.14,83,5.80,81,6.64,82,3.50,82,5.88,81,5.22,80,5.35,81,5.92,81,4.71,0.04
D,504,Spence,4.4,4.4,Spurs,13,0.48,17,0.65,19,0.89,18,0.76,19,0.86,20,1.05,20,0.59,21,1.00,21,0.87,23,0.94,23,1.07,22,0.79,0.00
D,505,Udogie,5.0,5.0,Spurs,84,2.51,80,2.63,76,3.48,77,2.90,77,3.23,76,4.06,75,1.50,75,3.55,76,2.88,74,2.66,72,3.21,72,2.16,0.00
D,506,Van de Ven,4.5,4.5,Spurs,89,2.14,83,2.20,83,3.04,82,2.55,80,2.70,78,3.37,77,1.26,78,3.03,76,2.37,77,2.20,76,2.74,77,1.81,0.02
F,507,Veliz,5.0,5.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,508,Vicario,5.0,5.0,Spurs,94,3.30,93,3.37,92,3.59,92,3.45,92,3.49,92,3.88,92,3.11,92,3.74,92,3.44,91,3.26,90,3.55,91,3.09,0.01
M,509,Werner,6.2,6.2,Spurs,38,2.25,27,1.71,23,1.78,16,1.04,12,0.89,12,1.03,12,0.62,12,0.86,12,0.85,13,0.96,13,1.02,12,0.79,0.00
G,510,Whiteman,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,511,Álvarez,5.0,5.0,West Ham,0,0.00,64,2.11,63,1.72,65,1.94,64,1.88,63,2.08,62,1.71,62,1.71,63,1.87,61,2.03,64,1.83,60,1.82,0.00
F,512,Antonio,5.4,5.4,West Ham,45,2.18,36,2.07,35,1.63,36,1.85,36,1.76,38,2.12,39,1.80,37,1.58,38,1.88,37,2.17,37,1.84,37,1.89,0.00
G,513,Areola,4.5,4.5,West Ham,94,3.30,93,3.66,92,3.00,92,3.20,91,3.29,91,3.53,90,3.02,90,2.96,90,3.43,89,3.55,90,3.18,89,3.20,0.01
M,514,Bowen,7.5,7.5,West Ham,88,4.50,84,5.28,83,3.66,82,4.41,81,4.05,79,5.07,81,3.81,78,3.33,77,4.09,77,5.07,78,3.98,78,4.24,0.00
M,515,Cornet,4.9,4.9,Southampton,13,0.76,14,0.64,18,1.14,18,0.80,18,1.12,20,1.15,19,1.03,19,0.99,19,1.07,19,0.97,21,1.14,19,1.01,0.00
D,516,Coufal,4.5,4.5,West Ham,21,0.67,23,0.94,25,0.58,28,0.89,29,0.94,29,1.21,30,0.75,29,0.78,30,1.07,32,1.35,32,1.00,31,1.05,0.00
D,517,Cresswell,4.0,4.0,West Ham,15,0.54,15,0.69,18,0.50,20,0.75,21,0.82,23,1.06,23,0.70,23,0.74,24,0.96,25,1.21,24,0.87,23,0.90,0.00
M,518,Downes,4.9,4.9,Southampton,83,2.06,81,1.81,78,2.24,75,1.67,71,2.04,71,1.88,68,1.67,68,1.67,73,1.82,66,1.64,66,1.69,68,1.74,0.00
M,519,Earthy,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,520,Emerson,4.4,4.4,West Ham,78,2.48,78,3.63,75,1.57,72,2.44,71,2.45,70,3.25,70,1.76,70,1.94,69,2.63,67,3.21,67,2.20,70,2.52,0.00
G,521,Fabianski,4.0,4.0,West Ham,0,0.00,1,0.05,1,0.04,2,0.07,1,0.06,2,0.08,3,0.09,3,0.09,2,0.08,3,0.13,3,0.10,3,0.10,0.13
G,522,Foderingham,4.4,4.4,West Ham,0,0.00,1,0.05,2,0.06,1,0.05,3,0.10,2,0.09,3,0.09,2,0.08,3,0.11,3,0.10,2,0.08,3,0.11,0.00
F,523,Ings,5.0,5.0,West Ham,4,0.29,2,0.17,2,0.17,2,0.17,3,0.24,3,0.30,3,0.25,3,0.22,4,0.29,4,0.37,4,0.32,5,0.36,0.00
D,524,Kilman,4.5,4.5,West Ham,91,2.43,85,3.30,85,1.41,84,2.33,82,2.42,81,3.10,79,1.59,78,1.81,79,2.56,78,3.11,77,2.10,76,2.31,0.00
M,525,Kudus,6.3,6.3,West Ham,85,3.73,80,4.30,78,3.01,76,3.54,77,3.32,76,4.11,74,3.06,74,2.76,73,3.36,73,4.05,73,3.26,74,3.52,0.00
M,526,L.Guilherme,4.8,4.8,West Ham,2,0.16,1,0.13,2,0.13,3,0.21,3,0.21,4,0.29,3,0.22,4,0.25,5,0.31,5,0.38,5,0.34,5,0.34,0.00
M,527,L.Paquetá,6.0,6.0,West Ham,76,3.50,72,3.96,70,2.83,69,3.38,70,3.14,69,3.90,69,3.02,67,2.79,67,3.26,66,3.81,66,3.05,67,3.31,0.00
D,528,Mavropanos,4.5,4.5,West Ham,80,2.32,77,3.24,73,1.36,70,2.11,68,2.16,68,2.81,67,1.48,67,1.63,67,2.34,67,2.81,67,1.99,66,2.14,0.00
D,529,N.Aguerd,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,530,Souček,5.0,5.0,West Ham,65,2.31,49,2.15,50,1.71,49,1.98,50,1.89,50,2.23,52,1.84,52,1.74,52,2.05,53,2.34,52,1.98,52,2.04,0.00
M,531,Ward-Prowse,6.3,6.3,Nott'm Forest,77,3.30,77,2.76,63,2.71,61,2.48,0,0.00,65,2.65,62,1.93,57,2.69,56,1.70,56,2.04,56,2.35,55,2.17,0.00
D,532,Zouma,4.4,4.4,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,533,Aït-Nouri,4.4,4.4,Wolves,79,1.60,75,2.58,74,1.48,67,1.71,68,2.59,67,3.03,65,2.03,68,2.56,67,2.27,67,1.90,66,2.94,68,2.33,0.00
M,534,B.Traore,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,535,Bellegarde,5.0,5.0,Wolves,59,2.26,60,2.53,58,1.99,56,2.12,57,2.54,60,2.99,56,2.19,55,2.51,55,2.33,56,2.21,56,2.68,56,2.32,0.00
G,536,Bentley,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.13
M,537,Chiquinho,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,538,Chirewa,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,539,Chiwome,4.5,4.5,Wolves,4,0.24,5,0.30,6,0.32,6,0.35,7,0.42,8,0.44,8,0.41,9,0.49,9,0.45,8,0.42,9,0.49,10,0.49,0.01
M,540,Cundle,4.5,4.5,Wolves,3,0.18,3,0.22,6,0.31,7,0.35,7,0.40,7,0.44,7,0.39,8,0.44,10,0.47,9,0.44,9,0.48,9,0.44,0.00
F,541,Cunha,6.5,6.5,Wolves,75,3.15,74,3.46,72,2.72,72,3.04,69,3.44,68,4.07,68,2.94,68,3.61,69,3.20,68,3.08,67,3.73,67,3.18,0.00
D,542,Dawson,4.5,4.5,Wolves,81,1.25,76,2.13,74,1.14,73,1.42,71,2.21,68,2.47,69,1.74,68,2.06,67,1.84,69,1.57,67,2.46,66,1.84,0.00
D,543,Doherty,4.4,4.4,Wolves,21,0.54,23,0.84,25,0.62,29,0.82,29,1.11,32,1.46,31,1.03,31,1.21,31,1.11,32,1.01,33,1.47,33,1.21,0.00
M,544,Doyle,4.9,4.9,Wolves,11,0.48,13,0.60,16,0.67,20,0.86,21,0.98,23,1.16,21,0.91,23,1.04,21,0.93,24,1.00,24,1.15,21,0.95,0.00
F,545,Fábio Silva,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,546,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,547,Gonzalez,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,548,Guedes,5.3,5.3,Wolves,27,1.26,29,1.51,35,1.48,36,1.59,34,1.80,35,2.13,36,1.67,37,2.00,37,1.82,36,1.71,36,2.05,36,1.73,0.00
D,549,H.Bueno,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,550,Hee Chan,6.2,6.2,Wolves,36,1.72,36,1.92,37,1.58,38,1.82,40,2.29,38,2.45,38,1.87,40,2.35,41,2.12,39,1.97,39,2.42,40,2.05,0.00
M,551,Hodge,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,552,Hoever,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,553,J.Gomes,4.9,4.9,Wolves,79,2.05,76,2.18,70,1.76,67,1.81,64,1.97,65,2.13,68,1.88,67,2.03,67,1.92,68,1.85,67,2.16,68,1.92,0.00
G,554,José Sá,4.4,4.4,Wolves,2,0.07,4,0.16,5,0.15,6,0.19,7,0.25,6,0.23,7,0.23,9,0.30,8,0.29,8,0.26,8,0.31,9,0.33,0.00
F,555,Kalajdžić,4.9,4.9,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,556,King,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,557,Mario Jr.,5.0,5.0,Wolves,85,2.31,82,2.49,79,2.02,77,2.12,73,2.41,73,2.65,71,2.08,71,2.33,69,2.08,69,2.03,71,2.52,72,2.18,0.00
D,558,Mosquera,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.04
D,559,N.Semedo,4.5,4.5,Wolves,87,1.38,84,2.40,82,1.31,81,1.59,79,2.55,76,2.90,77,1.97,77,2.42,75,2.09,75,1.75,75,2.83,72,2.12,0.00
M,560,Neto,6.3,6.3,Chelsea,25,1.61,28,1.81,27,1.35,27,1.80,41,2.16,29,1.48,28,1.75,29,1.86,30,2.03,29,1.58,31,2.10,29,1.83,0.00
D,561,Pedro Lima,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.05,0,0.00,0,0.00,0,0.00,0.00
M,562,Podence,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,563,R.Gomes,5.3,5.3,Wolves,27,1.17,30,1.43,32,1.24,31,1.33,34,1.63,36,1.86,36,1.52,36,1.76,37,1.69,36,1.58,36,1.83,36,1.63,0.00
D,564,S.Bueno,4.4,4.4,Wolves,47,0.79,35,1.08,37,0.65,39,0.84,43,1.34,44,1.56,44,1.14,42,1.30,44,1.22,43,0.99,44,1.57,46,1.33,0.00
M,565,Sarabia,5.2,5.2,Wolves,8,0.49,11,0.64,11,0.57,13,0.69,13,0.82,15,1.03,16,0.86,16,1.03,17,0.98,18,1.01,16,1.11,16,0.93,0.00
F,566,Strand Larsen,5.5,5.5,Wolves,72,2.88,68,3.01,67,2.42,67,2.71,65,3.15,64,3.59,64,2.79,62,3.17,62,2.90,63,2.81,63,3.35,64,2.81,0.00
D,567,Toti,4.4,4.4,Wolves,67,1.02,87,2.38,83,1.25,81,1.56,81,2.44,79,2.83,80,1.96,78,2.35,75,2.06,75,1.68,75,2.73,77,2.17,0.00
G,568,Muric,4.4,4.4,Ipswich,94,3.20,92,3.23,92,3.47,91,3.19,92,3.52,90,2.92,90,3.10,89,3.11,90,3.26,89,3.21,91,3.26,90,3.04,0.00
M,569,Jaden,5.3,5.3,Aston Villa,4,0.23,11,0.59,11,0.56,8,0.54,7,0.35,9,0.42,9,0.54,8,0.44,9,0.57,11,0.75,9,0.48,10,0.46,0.00
M,570,A.Fatawu,5.5,5.5,Leicester,36,1.37,40,1.96,37,1.85,38,1.90,36,1.72,38,1.61,38,1.75,37,1.65,37,1.86,39,1.80,38,1.63,37,1.94,0.00
M,571,Sávio,6.5,6.5,Man City,67,3.85,65,4.24,62,3.96,57,4.32,57,3.48,56,3.05,56,3.35,55,2.61,55,3.61,55,3.17,55,3.35,55,3.01,0.00
D,572,Yoro,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.13,4,0.15,4,0.18,3,0.10,3,0.15,3,0.09,4,0.18,0.00
D,573,Milenković,4.5,4.5,Nott'm Forest,89,3.19,85,1.79,83,2.88,81,2.63,80,2.75,79,2.21,79,1.35,78,3.17,78,1.00,79,1.67,78,2.41,77,2.15,0.00
D,574,Pivas,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,575,Wiley,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,576,Irving,4.9,4.9,West Ham,12,0.53,6,0.29,7,0.34,8,0.36,9,0.38,11,0.52,10,0.44,11,0.46,12,0.53,12,0.61,13,0.59,12,0.54,0.00
M,577,Lindstrøm,5.3,5.3,Everton,40,2.02,42,2.05,39,1.91,43,2.10,40,2.04,42,1.90,44,2.26,42,1.76,42,2.31,43,1.83,42,1.54,45,2.10,0.00
D,578,Calafiori,5.8,5.8,Arsenal,82,4.76,64,3.57,60,2.68,61,2.28,58,2.23,58,2.10,59,3.14,59,2.59,58,2.67,57,2.60,61,3.33,58,2.60,0.00
D,579,Sessegnon,4.3,4.3,Fulham,12,0.47,17,0.42,18,0.76,21,0.88,23,1.06,24,0.91,24,1.19,25,0.73,25,1.03,30,1.01,24,0.59,27,1.38,0.00
D,580,Huijsen,4.4,4.4,Bournemouth,34,1.52,39,1.45,42,1.10,41,1.09,45,0.94,47,1.42,45,1.51,43,1.56,45,1.21,48,1.70,47,1.71,45,1.03,0.00
G,581,Jørgensen,4.3,4.3,Chelsea,2,0.08,4,0.18,6,0.20,7,0.24,7,0.23,6,0.22,8,0.29,10,0.36,9,0.35,9,0.29,9,0.34,8,0.30,0.00
D,582,O'Brien,4.8,4.8,Everton,3,0.12,2,0.07,3,0.10,3,0.13,5,0.17,5,0.16,6,0.22,6,0.16,5,0.22,7,0.17,6,0.14,7,0.21,0.00
D,583,Townsend,4.0,4.0,Ipswich,5,0.17,7,0.21,7,0.28,7,0.23,9,0.39,9,0.21,10,0.33,9,0.30,9,0.34,10,0.40,10,0.37,9,0.31,0.00
M,584,Brereton Díaz,5.3,5.3,Southampton,40,2.23,48,1.94,51,3.19,55,2.05,57,3.58,53,2.97,53,2.53,55,2.60,53,2.80,54,2.56,53,2.80,51,2.51,0.02
M,585,I.Sarr,5.8,5.8,Crystal Palace,28,1.59,29,1.44,31,1.61,30,1.67,28,1.61,29,1.72,28,1.43,27,1.64,28,1.60,28,1.30,29,1.46,27,1.30,0.00
D,586,J.Cuenca,4.4,4.4,Fulham,1,0.05,3,0.08,4,0.15,6,0.21,6,0.25,7,0.25,9,0.36,9,0.26,10,0.36,11,0.33,10,0.23,10,0.41,0.00
M,587,Summerville,5.8,5.8,West Ham,32,1.74,27,1.72,30,1.47,30,1.72,30,1.62,31,2.01,32,1.63,34,1.58,33,1.86,35,2.26,33,1.80,34,1.88,0.00
M,588,G.Rodríguez,5.0,5.0,West Ham,83,2.30,74,2.36,72,1.92,70,2.04,70,2.03,66,2.15,67,1.83,66,1.79,64,1.92,63,2.10,65,1.85,64,1.91,0.00
F,589,Füllkrug,6.7,6.7,West Ham,26,1.45,44,2.90,45,2.30,45,2.65,45,2.46,44,2.95,45,2.43,46,2.16,45,2.62,46,3.13,43,2.46,45,2.63,0.00
F,590,Osula,5.0,5.0,Newcastle,21,1.13,9,0.64,7,0.56,5,0.36,3,0.24,5,0.39,5,0.41,3,0.28,4,0.30,4,0.32,4,0.34,3,0.27,0.00
D,591,Todibo,4.4,4.4,West Ham,18,0.51,24,0.97,27,0.52,30,0.89,33,1.05,34,1.36,35,0.78,37,0.92,36,1.20,36,1.45,37,1.05,39,1.21,0.00
D,592,J.Araujo,4.5,4.5,Bournemouth,58,2.59,55,2.14,53,1.48,53,1.50,52,1.23,52,1.68,52,1.83,51,1.93,52,1.53,49,1.86,48,1.87,49,1.26,0.00
D,593,De Ligt,5.0,5.0,Man Utd,85,2.48,82,2.39,78,3.13,77,2.47,75,2.32,72,3.26,74,2.84,72,3.19,73,1.60,73,3.05,71,1.23,72,2.88,0.00
D,594,Mazraoui,4.6,4.6,Man Utd,82,2.85,70,2.47,34,1.60,32,1.32,32,1.28,34,1.80,34,1.63,35,1.86,34,1.04,36,1.80,37,0.92,35,1.73,0.00
M,595,Gruda,5.4,5.4,Brighton,10,0.51,22,1.19,19,1.00,25,1.55,23,1.05,25,1.11,26,1.36,24,1.54,27,1.37,28,1.46,26,1.48,26,1.34,0.00
M,596,Jota Silva,5.9,5.9,Nott'm Forest,34,1.86,38,1.74,28,1.60,29,1.53,35,1.98,31,1.73,31,1.26,30,1.88,31,1.22,32,1.52,32,1.75,32,1.64,0.00
M,597,Lewis-Skelly,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,598,Bogarde,4.0,4.0,Aston Villa,35,1.37,25,0.85,16,0.52,12,0.44,11,0.25,13,0.26,13,0.45,13,0.31,14,0.53,15,0.63,15,0.48,16,0.39,0.00
G,599,Dennis,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,600,Ayari,5.0,5.0,Brighton,26,1.04,24,1.04,23,0.95,20,0.97,24,0.90,23,0.86,26,1.06,24,1.17,23,0.97,23,0.96,23,1.03,23,0.96,0.00
M,601,Moran,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,602,Trevitt,4.5,4.5,Brentford,0,0.00,1,0.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,603,Armstrong,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,604,King,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,605,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,606,Alves,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,607,O’Reilly,5.0,5.0,Man City,0,0.00,2,0.16,2,0.17,2,0.16,1,0.11,2,0.14,2,0.14,1,0.09,2,0.15,2,0.13,2,0.14,0,0.00,0.00
M,608,Dibling,4.5,4.5,Southampton,55,2.65,49,1.85,50,2.81,42,1.58,40,2.30,40,2.08,40,1.81,38,1.73,38,1.92,40,1.82,39,1.96,37,1.74,0.00
F,609,Lankshear,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,610,Moore,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,611,Szmodics,6.0,6.0,Ipswich,66,3.41,65,3.18,65,3.76,63,3.03,63,3.61,61,2.56,61,3.06,61,2.92,61,3.24,58,3.19,60,3.12,60,3.11,0.00
M,612,Odobert,5.4,5.4,Spurs,0,0.00,0,0.00,0,0.00,14,0.76,32,1.88,41,2.67,42,1.68,40,2.38,42,2.27,40,2.23,39,2.35,41,2.02,0.00
M,613,Collyer,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
